Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Metabolic rate (W),Body mass (g),Temperature (K)
Mammalia,Rodentia,Bathyergidae,Cryptomys,mechowii,Giant mole-rat,,,112.0,65.0,2.6,,112.0,19.6,,250.0,0.006,20.0,wild,,,307.15
Mammalia,Rodentia,Bathyergidae,Georychus,capensis,Cape mole-rat,304.0,304.0,44.0,17.0,5.0,2.0,,8.4,36.0,181.0,,11.2,captivity,0.637,193.0,309.55
Mammalia,Rodentia,Bathyergidae,Heliophobius,argenteocinereus,Silvery mole-rat,,,88.0,,2.0,1.2,,7.0,,160.0,,,unknown,0.43,88.5,308.25
Mammalia,Rodentia,Bathyergidae,Heterocephalus,glaber,Naked mole-rat,228.0,,70.0,,7.0,3.5,81.0,2.0,,35.0,0.0046,31.0,captivity,0.128,35.3,305.25
Mammalia,Rodentia,Calomyscidae,Calomyscus,bailwardi,Mouse-like hamster,,,,,3.3,1.0,,,,20.4,,9.4,captivity,,,
Mammalia,Rodentia,Calomyscidae,Calomyscus,mystax,Afghan mouse-like hamster,,,,,5.0,2.0,,,,20.4,,,unknown,,,
Mammalia,Rodentia,Capromyidae,Capromys,pilorides,Desmarest's hutia,304.0,304.0,125.0,100.0,2.0,,,240.0,,4683.3,0.008,13.8,captivity,3.375,2630.0,308.85
Mammalia,Rodentia,Capromyidae,Geocapromys,brownii,Brown's hutia,365.0,,123.0,,2.0,2.0,168.0,,,1500.0,,13.5,captivity,4.11,2456.0,309.15
Mammalia,Rodentia,Capromyidae,Geocapromys,ingrahami,Bahamian hutia,730.0,730.0,117.0,53.0,1.0,,325.0,80.0,250.0,660.0,0.0124,,unknown,1.483,775.0,309.15
Mammalia,Rodentia,Capromyidae,Plagiodontia,aedium,Hispaniolan hutia,,,119.0,,1.0,,,105.85,,1267.0,0.0092,15.9,captivity,,,
Mammalia,Rodentia,Castoridae,Castor,canadensis,American beaver,639.0,639.0,128.0,,3.5,1.0,365.0,430.0,,20250.0,,23.4,captivity,,,
Mammalia,Rodentia,Castoridae,Castor,fiber,Eurasian beaver,639.0,639.0,105.0,76.0,3.0,1.0,365.0,530.0,4200.0,25000.0,0.0104,,unknown,,,
Mammalia,Rodentia,Caviidae,Cavia,aperea,Brazilian guinea pig,74.0,77.0,63.0,17.0,2.5,5.0,,59.66,171.1,341.0,,6.0,captivity,,,
Mammalia,Rodentia,Caviidae,Cavia,porcellus,Guinea pig,66.0,76.0,68.0,,3.8,5.0,96.0,85.0,,728.0,0.0106,12.0,captivity,2.13,639.1,312.15
Mammalia,Rodentia,Caviidae,Cavia,tschudii,Montane guinea pig,62.0,77.0,64.0,,1.9,5.0,,,,637.5,,6.3,captivity,,,
Mammalia,Rodentia,Caviidae,Dolichotis,patagonum,Patagonian mara,158.0,183.0,85.0,65.0,2.0,3.5,100.0,561.94,,12500.0,,14.4,captivity,,,
Mammalia,Rodentia,Caviidae,Galea,musteloides,Common yellow-toothed cavy,66.0,60.0,54.0,39.0,2.63,7.0,53.0,37.99,136.8,337.9,0.0181,3.5,captivity,1.473,322.0,310.45
Mammalia,Rodentia,Caviidae,Galea,spixii,Spix's yellow-toothed cavy,70.0,112.0,53.0,42.0,2.5,6.5,53.0,40.0,,450.0,,4.6,captivity,,,
Mammalia,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Capybara,456.0,456.0,150.0,103.0,4.8,1.25,245.0,1500.0,8299.0,55000.0,,15.1,captivity,36.754,26385.0,310.25
Mammalia,Rodentia,Caviidae,Kerodon,rupestris,Rock cavy,151.0,,75.0,35.0,1.5,5.0,86.0,76.0,,950.0,,12.9,captivity,2.011,801.0,311.35
Mammalia,Rodentia,Chinchillidae,Chinchilla,lanigera,Long-tailed chinchilla,240.0,240.0,111.0,,2.0,2.0,,35.0,,642.5,,17.2,captivity,1.31,436.7,307.85
Mammalia,Rodentia,Chinchillidae,Lagidium,peruanum,Peruvian mountain viscacha,365.0,365.0,140.0,59.0,1.0,2.0,,180.0,,1250.0,,,unknown,,,
Mammalia,Rodentia,Chinchillidae,Lagidium,viscacia,Mountain viscacha,,,134.0,,1.5,,,260.0,,1540.0,,19.5,captivity,,,
Mammalia,Rodentia,Chinchillidae,Lagostomus,maximus,Plains viscacha,258.0,456.0,154.0,54.0,2.0,1.8,,200.0,652.2,6000.0,,10.8,captivity,10.623,6794.0,309.95
Mammalia,Rodentia,Cricetidae,Alticola,argentatus,Silver mountain vole,,,,,3.6,2.5,,,,37.7,,,unknown,0.675,37.7,
Mammalia,Rodentia,Cricetidae,Alticola,semicanus,Mongolian silver vole,,,,,,,,,,36.0,,3.8,captivity,,,
Mammalia,Rodentia,Cricetidae,Alticola,strelzowi,Flat-headed vole,,,20.0,17.0,7.7,2.2,,3.0,15.0,50.0,,,unknown,,,
Mammalia,Rodentia,Cricetidae,Arvicola,amphibius,European water vole,51.0,45.0,21.0,14.0,5.1,3.2,32.0,5.0,42.0,120.0,0.0573,2.5,captivity,0.613,94.7,310.65
Mammalia,Rodentia,Cricetidae,Baiomys,taylori,Northern pygmy mouse,44.0,75.0,20.0,21.0,3.0,10.0,24.0,1.2,3.6,8.0,0.0425,3.3,captivity,0.095,7.2,309.15
Mammalia,Rodentia,Cricetidae,Cricetulus,barabensis,Striped dwarf hamster,,,,20.0,5.3,,,2.0,14.0,,,5.3,captivity,,,310.05
Mammalia,Rodentia,Cricetidae,Cricetus,cricetus,Black-bellied hamster,43.0,56.0,20.0,23.0,7.0,2.0,131.0,7.0,105.0,506.7,,3.6,captivity,1.251,365.3,312.65
Mammalia,Rodentia,Cricetidae,Dicrostonyx,groenlandicus,Collared lemming,40.0,85.0,20.0,16.0,3.4,8.5,26.0,4.35,23.0,66.0,0.0402,3.3,unknown,0.459,56.8,311.55
Mammalia,Rodentia,Cricetidae,Dicrostonyx,richardsoni,Richardson's collared lemming,91.0,85.0,21.0,19.0,3.5,,,4.0,,55.0,,,unknown,,,
Mammalia,Rodentia,Cricetidae,Dicrostonyx,torquatus,Arctic lemming,91.0,,18.0,19.0,4.07,2.0,23.0,2.97,25.5,85.0,,,unknown,,,
Mammalia,Rodentia,Cricetidae,Eligmodontia,typus,Highland gerbil mouse,49.0,,18.0,18.0,5.6,,,1.725,,21.4,,,unknown,0.167,17.5,309.55
Mammalia,Rodentia,Cricetidae,Ellobius,talpinus,Northern mole vole,94.0,,26.0,,3.7,4.0,35.0,,,40.0,,6.4,captivity,,,
Mammalia,Rodentia,Cricetidae,Lagurus,lagurus,Steppe lemming,38.0,44.0,20.0,21.0,4.5,5.0,25.0,1.35,5.8,20.3,,3.8,captivity,,,
Mammalia,Rodentia,Cricetidae,Lasiopodomys,brandtii,Brandt's vole,61.0,,,,6.0,2.7,,1.9,,40.0,,4.1,captivity,0.428,40.2,
Mammalia,Rodentia,Cricetidae,Lemmus,lemmus,Norway lemming,24.0,44.0,19.0,15.0,7.0,2.5,26.0,3.8,,70.0,0.022,3.3,captivity,1.071,80.0,310.95
Mammalia,Rodentia,Cricetidae,Lophiomys,imhausi,Crested rat,,,,40.0,1.75,,,,,755.0,,7.5,captivity,,,
Mammalia,Rodentia,Cricetidae,Mesocricetus,auratus,Golden hamster,48.0,48.0,16.0,20.0,9.0,3.0,,2.45,22.93,105.0,0.0574,3.9,captivity,0.69,108.2,311.25
Mammalia,Rodentia,Cricetidae,Mesocricetus,brandti,Brandt's hamster,41.0,48.0,15.0,19.0,8.0,3.0,,,,174.0,,4.4,unknown,,,
Mammalia,Rodentia,Cricetidae,Microtus,agrestis,Field vole,36.0,42.0,21.0,13.0,4.4,3.6,20.0,2.3,8.9,46.0,,4.8,captivity,0.367,25.0,310.75
Mammalia,Rodentia,Cricetidae,Microtus,arvalis,Common vole,38.0,56.0,21.0,20.0,5.1,5.5,20.0,1.85,8.9,27.5,0.0561,4.8,captivity,0.343,21.9,310.15
Mammalia,Rodentia,Cricetidae,Microtus,duodecimcostatus,Mediterranean pine vole,,,,,2.53,,,2.21,,23.0,,,unknown,,,
Mammalia,Rodentia,Cricetidae,Microtus,guentheri,Guenther's vole,60.0,95.0,21.0,18.0,6.0,3.3,29.0,3.0,15.0,51.6,,3.9,captivity,0.447,43.8,311.45
Mammalia,Rodentia,Cricetidae,Microtus,longicaudus,Long-tailed vole,,,,,5.22,1.9,,,,36.7,,,unknown,0.383,32.5,311.15
Mammalia,Rodentia,Cricetidae,Microtus,ochrogaster,Prairie vole,47.0,,23.0,20.0,3.8,4.0,26.0,3.02,16.7,40.0,0.0666,5.3,captivity,0.41,48.2,311.05
Mammalia,Rodentia,Cricetidae,Microtus,oeconomus,Tundra vole,30.0,48.0,22.0,19.0,7.0,3.5,29.0,2.43,18.0,58.0,0.0798,,unknown,0.566,32.8,311.55
Mammalia,Rodentia,Cricetidae,Microtus,pennsylvanicus,Meadow vole,29.0,37.0,21.0,,5.5,2.6,21.0,2.46,,49.0,0.0397,,unknown,0.428,38.2,311.65
Mammalia,Rodentia,Cricetidae,Microtus,pinetorum,Woodland vole,98.0,,21.0,21.0,3.0,2.7,26.0,2.32,9.6,25.5,0.055,3.8,captivity,0.305,24.8,311.45
Mammalia,Rodentia,Cricetidae,Microtus,richardsoni,Water vole,,,22.0,21.0,5.8,2.0,,5.05,31.1,51.0,,,unknown,0.701,64.5,311.85
Mammalia,Rodentia,Cricetidae,Microtus,subterraneus,European pine vole,96.0,,22.0,24.0,2.7,4.0,24.0,1.6,9.4,20.0,,,unknown,0.276,17.8,310.95
Mammalia,Rodentia,Cricetidae,Myodes,glareolus,Bank vole,47.0,72.0,20.0,20.0,4.3,3.2,21.0,1.82,9.8,20.8,0.0809,4.9,captivity,0.312,21.5,
Mammalia,Rodentia,Cricetidae,Myodes,rufocanus,Gray red-backed vole,62.0,,,,4.1,2.8,30.0,2.25,10.0,29.5,,,unknown,0.321,27.2,
Mammalia,Rodentia,Cricetidae,Myodes,rutilus,Northern red-backed vole,,,18.0,,5.6,4.2,20.0,1.8,,20.0,,2.1,captivity,,,
Mammalia,Rodentia,Cricetidae,Myopus,schisticolor,Wood lemming,33.0,,22.0,20.0,4.6,2.0,25.0,3.2,15.7,25.0,,,unknown,0.522,26.4,312.15
Mammalia,Rodentia,Cricetidae,Neotoma,albigula,White-throated woodrat,84.0,101.0,29.0,43.0,2.0,2.0,49.0,11.5,103.3,209.0,,9.5,captivity,0.735,177.6,309.15
Mammalia,Rodentia,Cricetidae,Neotoma,cinerea,Bushy-tailed woodrat,353.0,,30.0,27.0,3.68,2.0,30.0,13.5,107.0,335.5,0.0442,,unknown,1.152,256.5,
Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Eastern woodrat,95.0,101.0,33.0,22.0,3.5,2.5,83.0,13.43,45.9,291.0,0.0654,8.6,captivity,,,
Mammalia,Rodentia,Cricetidae,Neotoma,lepida,Desert woodrat,76.0,76.0,33.0,31.0,3.0,3.0,60.0,8.45,35.0,236.0,,10.5,captivity,0.46,112.5,309.95
Mammalia,Rodentia,Cricetidae,Neotoma,micropus,Southern plains woodrat,136.0,101.0,35.0,26.0,2.51,2.4,,11.7,35.6,236.3,0.0281,,unknown,,,
Mammalia,Rodentia,Cricetidae,Nyctomys,sumichrasti,Vesper rat,,61.0,30.0,21.0,2.25,5.0,38.0,4.7,40.0,50.0,,5.7,captivity,,,
Mammalia,Rodentia,Cricetidae,Ochrotomys,nuttalli,Golden mouse,,,30.0,21.0,2.7,,25.0,2.7,12.5,22.0,0.0591,8.4,captivity,0.151,19.5,309.55
Mammalia,Rodentia,Cricetidae,Ondatra,zibethicus,Muskrat,285.0,285.0,26.0,25.0,6.7,2.7,30.0,22.72,152.1,1362.0,0.0323,,unknown,4.363,976.3,310.55
Mammalia,Rodentia,Cricetidae,Onychomys,leucogaster,Northern grasshopper mouse,100.0,114.0,31.0,23.0,4.0,2.5,32.0,2.6,13.1,32.5,0.0634,5.6,captivity,,,
Mammalia,Rodentia,Cricetidae,Onychomys,torridus,Southern grasshopper mouse,41.0,41.0,30.0,20.0,3.7,2.7,30.0,2.6,9.2,22.0,0.018,4.6,captivity,0.165,19.1,309.15
Mammalia,Rodentia,Cricetidae,Peromyscus,californicus,California mouse,46.0,,30.0,30.0,2.0,4.6,24.0,4.46,18.6,42.0,,5.5,captivity,0.267,47.0,309.55
Mammalia,Rodentia,Cricetidae,Peromyscus,crinitus,Canyon mouse,70.0,70.0,24.0,28.0,3.0,2.05,27.0,2.2,14.1,16.5,,7.7,captivity,0.162,20.5,308.85
Mammalia,Rodentia,Cricetidae,Peromyscus,eremicus,Cactus mouse,129.0,,26.0,25.0,2.6,3.5,39.0,2.33,,25.0,,7.4,captivity,0.173,21.0,309.75
Mammalia,Rodentia,Cricetidae,Peromyscus,guatemalensis,Guatemalan deer mouse,50.0,63.0,31.0,,1.9,,,,,40.0,,5.7,captivity,,,
Mammalia,Rodentia,Cricetidae,Peromyscus,leucopus,White-footed mouse,73.0,,26.0,22.0,4.5,3.7,26.0,1.89,9.24,23.0,0.0456,7.9,captivity,0.213,22.3,309.85
Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,Deer mouse,49.0,,24.0,22.0,5.0,3.0,27.0,2.0,9.2,20.5,0.0643,8.3,captivity,0.219,20.5,309.75
Mammalia,Rodentia,Cricetidae,Peromyscus,polionotus,Oldfield mouse,28.0,,24.0,21.0,3.8,3.0,25.0,1.68,6.72,14.0,0.0558,5.5,captivity,0.12,12.0,
Mammalia,Rodentia,Cricetidae,Peromyscus,truei,Pinyon mouse,50.0,,26.0,30.0,3.4,5.0,40.0,2.315,10.5,25.0,0.0481,5.4,captivity,0.307,33.1,309.85
Mammalia,Rodentia,Cricetidae,Phenacomys,intermedius,Western heather vole,37.0,,22.0,19.0,4.58,2.3,,2.18,15.3,33.0,,,unknown,0.375,21.5,311.05
Mammalia,Rodentia,Cricetidae,Phenacomys,ungava,Eastern heather vole,38.0,,23.0,21.0,4.9,,,2.4,10.0,27.0,0.0554,,unknown,,,
Mammalia,Rodentia,Cricetidae,Phodopus,roborovskii,Desert hamster,243.0,,21.0,19.0,6.0,3.5,,1.45,18.1,,,4.8,captivity,,,
Mammalia,Rodentia,Cricetidae,Phodopus,sungorus,Dzhungarian hamster,120.0,,20.0,21.0,5.5,3.5,40.0,2.0,14.8,23.4,,3.9,captivity,0.313,31.3,309.25
Mammalia,Rodentia,Cricetidae,Phyllotis,darwini,Darwin's leaf-eared mouse,57.0,,34.0,,4.0,,,,,50.8,,,unknown,0.333,47.0,309.35
Mammalia,Rodentia,Cricetidae,Podomys,floridanus,Florida mouse,40.0,,23.0,25.0,2.5,,33.0,2.4,12.5,32.0,,7.4,captivity,0.288,30.8,
Mammalia,Rodentia,Cricetidae,Reithrodon,auritus,"Bunny, or Coney rat",61.0,,,,4.5,,,,,72.2,,5.5,captivity,0.428,78.7,
Mammalia,Rodentia,Cricetidae,Reithrodontomys,humulis,Eastern harvest mouse,105.0,,23.0,23.0,2.9,,32.0,1.115,,10.3,0.0694,,unknown,,,
Mammalia,Rodentia,Cricetidae,Reithrodontomys,megalotis,Western harvest mouse,107.0,80.0,23.0,21.0,3.3,4.5,28.0,1.33,,11.0,,,unknown,0.13,9.0,309.95
Mammalia,Rodentia,Cricetidae,Rhipidomys,nitela,Splendid climbing mouse,,,,,,,,,,89.0,,,unknown,,,
Mammalia,Rodentia,Cricetidae,Scotinomys,teguina,Alston's brown mouse,34.0,49.0,31.0,21.0,2.8,,31.0,1.35,,11.2,,,unknown,0.174,12.0,310.75
Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Hispid cotton rat,40.0,40.0,27.0,15.0,5.0,6.7,,6.2,19.8,185.0,0.0362,5.2,captivity,1.085,159.6,311.25
Mammalia,Rodentia,Cricetidae,Synaptomys,cooperi,Southern bog lemming,,,23.0,23.0,3.0,2.5,,3.46,20.0,27.0,,,unknown,,,
Mammalia,Rodentia,Cricetidae,Tscherskia,triton,Greater long-tailed hamster,,,,,4.2,,,5.2,,25.0,,,unknown,,,
Mammalia,Rodentia,Cricetidae,Tylomys,nudicaudus,Peters's climbing rat,82.0,109.0,40.0,26.0,2.4,6.0,39.0,16.77,40.0,280.0,0.0313,5.4,captivity,,,
Mammalia,Rodentia,Cricetidae,Wiedomys,pyrrhorhinos,Red-nosed mouse,,,,,3.8,,,,,47.0,,,unknown,,,
Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Gundi,319.0,,74.0,,1.9,1.0,70.0,29.9,,288.8,,5.8,captivity,,,
Mammalia,Rodentia,Ctenodactylidae,Pectinator,spekei,Speke's pectinator,374.0,,,,1.2,,,,,178.0,0.0111,,unknown,,,
Mammalia,Rodentia,Ctenomyidae,Ctenomys,conoveri,Chacoan tuco-tuco,,,,,,,,,,860.0,,,unknown,,,
Mammalia,Rodentia,Ctenomyidae,Ctenomys,talarum,"Talas tuco-tuco, or Tuco-tuco",243.0,243.0,102.0,36.0,4.0,1.5,,8.0,,100.0,,,unknown,0.611,121.0,309.25
Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,Lowland paca,365.0,365.0,116.0,78.0,1.0,1.5,191.0,680.0,,9000.0,0.0165,16.3,captivity,15.323,9156.0,310.35
Mammalia,Rodentia,Cuniculidae,Cuniculus,taczanowskii,Mountain paca,342.0,365.0,115.0,,1.0,2.0,,,,8999.9,,18.9,captivity,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,azarae,Azara's agouti,,,,,,,,,,2650.0,,11.8,captivity,10.521,3849.0,310.65
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,cristata,Crested agouti,,,,,2.0,,,,,2650.0,,14.0,captivity,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Black agouti,,,,,,,,,,3500.0,,18.0,captivity,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,"Red-rumped agouti, or Agouti",193.0,,112.0,,1.0,,,,,3265.0,,17.8,captivity,8.694,2687.0,311.45
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,mexicana,Mexican agouti,,,,,,,,,,2700.0,,13.1,captivity,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,prymnolopha,Black-rumped agouti,,,,,1.5,,,,,2900.0,,16.3,captivity,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,Central American agouti,487.0,,112.0,,2.0,,127.0,227.0,,2150.0,,13.8,captivity,,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,ruatanica,"Ruatan island agouti, or Ruatan agouti",,,,,,,,,,,,13.7,captivity,,,
Mammalia,Rodentia,Dasyproctidae,Myoprocta,acouchy,Red acouchi,304.0,304.0,99.0,53.0,2.0,,,100.0,350.0,775.0,0.0229,14.8,captivity,2.804,914.0,308.55
Mammalia,Rodentia,Dinomyidae,Dinomys,branickii,Pacarana,,,253.0,15.0,2.0,,,900.0,,12250.0,,12.8,captivity,,,
Mammalia,Rodentia,Dipodidae,Allactaga,elater,Small five-toed jerboa,142.0,142.0,,33.0,4.5,2.0,,,,58.7,,5.2,captivity,,,
Mammalia,Rodentia,Dipodidae,Allactaga,euphratica,Euphrates jerboa,,,,,5.0,,,,,232.0,,4.2,captivity,,,
Mammalia,Rodentia,Dipodidae,Allactaga,major,Great jerboa,378.0,,,,4.0,,,,,350.0,,7.0,captivity,,,
Mammalia,Rodentia,Dipodidae,Allactaga,sibirica,Mongolian five-toed jerboa,,,,,3.4,1.0,,,,117.5,,4.5,captivity,,,
Mammalia,Rodentia,Dipodidae,Jaculus,jaculus,Lesser Egyptian jerboa,327.0,137.0,38.0,51.0,3.0,1.5,91.0,2.0,20.0,55.0,,7.3,captivity,0.515,75.0,310.65
Mammalia,Rodentia,Dipodidae,Jaculus,orientalis,Greater Egyptian jerboa,,,35.0,,2.5,,,,,134.0,,5.5,captivity,0.775,139.0,310.15
Mammalia,Rodentia,Dipodidae,Napaeozapus,insignis,Woodland jumping mouse,256.0,,29.0,36.0,4.0,1.3,,0.9,8.9,25.0,0.0277,,unknown,0.22,21.8,310.15
Mammalia,Rodentia,Dipodidae,Sicista,betulina,Northern birch mouse,365.0,365.0,31.0,38.0,5.0,1.0,,,,8.0,,,unknown,0.179,10.0,309.15
Mammalia,Rodentia,Dipodidae,Zapus,hudsonius,Meadow jumping mouse,61.0,61.0,19.0,28.0,5.5,2.1,,0.8,7.8,18.0,0.0328,5.6,captivity,0.219,26.1,
Mammalia,Rodentia,Dipodidae,Zapus,princeps,Western jumping mouse,,,19.0,30.0,5.5,1.0,,0.8,,21.0,,,unknown,,,
Mammalia,Rodentia,Echimyidae,Hoplomys,gymnurus,Armored rat,,,60.0,,2.1,,,24.3,,504.0,,7.0,captivity,,,
Mammalia,Rodentia,Echimyidae,Makalata,didelphoides,Red-nosed armored tree-rat,,,,,1.33,,,,,276.0,,,unknown,,,
Mammalia,Rodentia,Echimyidae,Proechimys,brevicauda,"Andean spiny rat, or Short-tailed spiny-rat",148.0,,64.0,,,,,,,285.0,,6.8,captivity,,,
Mammalia,Rodentia,Echimyidae,Proechimys,guairae,"Guaira spiny rat, or Quaira spiny rat",85.0,90.0,64.0,,2.8,4.4,,21.0,,400.0,0.0213,,unknown,,,
Mammalia,Rodentia,Echimyidae,Proechimys,guyannensis,Cayenne spiny rat,148.0,146.0,64.0,29.0,2.4,,66.0,24.7,,356.5,,,unknown,,,
Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,"Tome's spiny rat, or Spiny rat",146.0,146.0,64.0,21.0,2.4,4.68,,23.0,,500.0,0.0131,5.8,captivity,1.75,498.0,311.05
Mammalia,Rodentia,Echimyidae,Thrichomys,apereoides,"Common punare, or Brazilian spiny rat",178.0,,94.0,46.0,3.1,2.5,97.0,21.1,,373.5,,7.0,captivity,1.153,323.0,310.75
Mammalia,Rodentia,Erethizontidae,Coendou,prehensilis,Prehensile-tailed porcupine,578.0,578.0,203.0,95.0,1.0,,433.0,408.0,,3900.0,0.0112,26.6,captivity,5.123,3280.0,309.85
Mammalia,Rodentia,Erethizontidae,Erethizon,dorsatus,North American porcupine,1095.0,1095.0,210.0,,1.0,1.0,,500.0,,8600.0,0.0079,23.4,captivity,13.675,6871.0,309.15
Mammalia,Rodentia,Erethizontidae,Sphiggurus,mexicanus,Mexican hairy dwarf porcupine,,,,,1.0,,,,,2000.0,,16.7,captivity,,,
Mammalia,Rodentia,Erethizontidae,Sphiggurus,villosus,Orange-spined hairy dwarf porcupine,,,,,1.0,,,,,1750.0,,,unknown,,,
Mammalia,Rodentia,Geomyidae,Cratogeomys,castanops,Yellow-faced pocket gopher,310.0,,,,2.0,4.0,,6.07,100.0,270.0,,,unknown,,,
Mammalia,Rodentia,Geomyidae,Geomys,bursarius,Plains pocket gopher,91.0,91.0,51.0,34.0,4.0,1.0,,5.2,22.5,176.7,,12.0,captivity,0.769,197.0,308.15
Mammalia,Rodentia,Geomyidae,Geomys,personatus,Texas pocket gopher,,,,,3.3,2.0,,,,397.0,,,unknown,,,
Mammalia,Rodentia,Geomyidae,Thomomys,bottae,Botta's pocket gopher,319.0,319.0,19.0,38.0,5.5,1.0,,3.3,,115.5,,6.1,captivity,0.67,143.0,309.15
Mammalia,Rodentia,Geomyidae,Thomomys,mazama,Western pocket gopher,394.0,,30.0,,5.0,1.0,,,,75.0,,,unknown,,,
Mammalia,Rodentia,Geomyidae,Thomomys,talpoides,Northern pocket gopher,356.0,,28.0,40.0,5.0,1.0,365.0,3.175,,104.0,0.0618,,unknown,0.679,97.6,309.35
Mammalia,Rodentia,Gliridae,Dryomys,nitedula,Forest dormouse,,,28.0,30.0,3.0,1.2,,1.73,,26.0,,4.1,captivity,,,
Mammalia,Rodentia,Gliridae,Eliomys,melanurus,Asian garden dormouse,548.0,365.0,25.0,,5.0,,,,,122.5,,6.2,captivity,,,
Mammalia,Rodentia,Gliridae,Eliomys,quercinus,Garden dormouse,365.0,365.0,23.0,30.0,5.0,1.2,,,,82.5,0.0409,5.5,captivity,,,
Mammalia,Rodentia,Gliridae,Glirulus,japonicus,Japanese dormouse,145.0,,30.0,,4.0,1.5,,,,27.0,,7.0,captivity,,,
Mammalia,Rodentia,Gliridae,Glis,glis,Fat dormouse,322.0,335.0,25.0,33.0,4.0,1.2,,1.5,,125.0,,8.7,captivity,0.664,174.4,310.85
Mammalia,Rodentia,Gliridae,Graphiurus,murinus,Woodland dormouse,,,24.0,,3.0,2.0,,3.5,,24.0,,6.9,captivity,0.225,38.4,
Mammalia,Rodentia,Gliridae,Graphiurus,platyops,Rock dormouse,,,,,5.2,,,,,46.1,,7.3,captivity,,,
Mammalia,Rodentia,Gliridae,Muscardinus,avellanarius,Hazel dormouse,335.0,335.0,23.0,39.0,4.0,1.5,50.0,0.8,,27.3,,5.3,captivity,0.351,23.5,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,fallax,San Diego pocket mouse,166.0,166.0,25.0,,3.0,1.0,,,,18.7,,8.3,captivity,0.15,19.6,305.75
Mammalia,Rodentia,Heteromyidae,Chaetodipus,formosus,Long-tailed pocket mouse,365.0,365.0,28.0,25.0,5.0,1.0,,1.0,8.0,19.0,,7.1,captivity,0.103,15.1,
Mammalia,Rodentia,Heteromyidae,Chaetodipus,nelsoni,Nelson's pocket mouse,,,30.0,,3.68,,,,,14.4,,,unknown,,,
Mammalia,Rodentia,Heteromyidae,Dipodomys,agilis,Agile kangaroo rat,210.0,,,,2.6,1.0,,,,61.0,,,unknown,0.355,60.6,310.15
Mammalia,Rodentia,Heteromyidae,Dipodomys,deserti,Desert kangaroo rat,51.0,,30.0,20.0,3.0,3.0,,3.04,38.0,116.0,,8.6,captivity,0.517,105.8,309.95
Mammalia,Rodentia,Heteromyidae,Dipodomys,heermanni,Heermann's kangaroo rat,53.0,,31.0,31.0,3.1,2.0,,3.91,28.1,65.0,,8.3,captivity,0.408,63.3,
Mammalia,Rodentia,Heteromyidae,Dipodomys,merriami,Merriam's kangaroo rat,102.0,,28.0,20.0,2.3,1.6,54.0,2.92,17.6,42.0,0.0368,9.7,captivity,0.246,37.6,310.15
Mammalia,Rodentia,Heteromyidae,Dipodomys,nitratoides,Fresno kangaroo rat,88.0,,34.0,27.0,2.3,,,3.18,20.0,35.5,,,unknown,0.204,37.8,
Mammalia,Rodentia,Heteromyidae,Dipodomys,ordii,Ord's kangaroo rat,61.0,,29.0,34.0,3.0,2.0,143.0,5.0,,57.0,,9.9,captivity,0.339,47.8,307.75
Mammalia,Rodentia,Heteromyidae,Dipodomys,spectabilis,Banner-tailed kangaroo rat,310.0,,23.0,24.0,2.0,2.0,42.0,7.75,30.3,145.0,,12.7,captivity,,,
Mammalia,Rodentia,Heteromyidae,Liomys,adspersus,Panamanian spiny pocket mouse,193.0,365.0,,,4.0,1.44,,,,42.0,,,unknown,,,
Mammalia,Rodentia,Heteromyidae,Microdipodops,megacephalus,Dark kangaroo mouse,,,,,4.0,,,,,13.4,,,unknown,0.168,11.0,305.95
Mammalia,Rodentia,Heteromyidae,Perognathus,amplus,Arizona pocket mouse,,,,,,,,,,11.7,,5.9,captivity,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,flavescens,Plains pocket mouse,84.0,,26.0,,4.75,1.5,,,,9.0,,,unknown,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,flavus,Silky pocket mouse,,,26.0,30.0,4.0,2.0,,,,8.0,,,unknown,0.097,8.3,307.75
